シュートだったか	原来是自然曲线球吗
おーッと ２組の選手 どんどん追い上げていく	二班选手渐渐缩短了差距
チームが勝利して敗戦は免れたものの、防御率が２．８１から５．６８に高くなった。	虽然球队最终获胜，但金善宇的平均责任失分从2.81上升到5.68。
これまでトッテナムの主将を務めたＧＫウーゴ・ロリス（フランス）らがＵＥＦＡネイションズリーグ参加で今試合に欠場し、主将腕章を着用した孫興民は献身的なプレーを見せた。	此前担任托特纳姆热刺队队长的守门员维戈•洛里斯(法国)等因参加欧足联(UEFA)国家联盟赛事而缺席，因此当天戴上队长袖标的孙兴慜表现出了献身精神。
「野球の神」（野神）と呼ばれるプロ野球ハンファ・イーグルスの金星根（キム・ソングン）監督が、大統領府で「どんな指導者が組織を強くするか」と題する講演を行った。	在韩国棒球圈被称为“野神”的韩华鹰(Hanwha Eagles)队教练金星根在青瓦台举行了一场“领袖的条件，怎样的领导人能够让组织变强”为主题的特别讲座。
プロサッカーＫリーグ首位の蔚山現代（ウルサン・ヒョンデ）が２２日、アジアサッカー連盟（ＡＦＣ）チャンピオンズリーグ（ＡＣＬ）で決勝トーナメント進出に失敗し、自尊心を傷つけられた。	职业足球K1联赛领头羊蔚山现代队在2022亚洲足球联盟冠军联赛（ACL）上未能进入16强，失去了自尊心。
今季のプロサッカーＫリーグ１は、いつにも増してＧＫたちの存在感が目立つ。	本赛季职业足球K1联赛守门员的存在感比以往任何时候都要突出。
３連勝のドジャースはシーズン６３勝４３敗でナ・リーグ西地区の首位をキープした。	取得3连胜的 洛杉矶道奇队以本赛季 63胜43负的成绩在国家联盟西部赛区巩固了第一的位置。
昨年首位タイからスタートしたものの、準優勝に止まった経験のあるスピースは「失敗の経験を通じて、忍耐を学んだ」と述べる。	在去年并列领先出发最终获得亚军的斯皮斯说：“通过失败的经验，学会了忍耐”。
鎮痛剤を打たれながら年末まで粘れたが、選手生活の終わりが見えてきたのようだった。	虽然通过注射镇痛剂，勉强坚持到了年末，但似乎已看到了他选手生涯的尽头。
ジャンパー姿で落ち着かなく試合を見守っていた朴賛浩は、抑えのフランシスコ・コルデロが連続３安打を浴び、２−４と逆転されるや、落胆した姿を隠せなかった。	穿着夹克紧张地观看比赛的朴赞浩看到救援投手科勒德洛被连续3个安打，以2比4被对手赶超，失望地低下了头。
パラグアイは新しい顔を大挙抜擢した中、ＥＰＬで活躍しているミゲル・アルミロン（２８＝ニューキャッスル）が目立つ。	巴拉圭队大举提拔新面孔，效力于英超联赛的米格尔•阿尔米隆（28岁•纽卡斯尔联队）比较引人注目。
２０１０年１２月、朝鮮中央テレビが広州アジア大会の女子バレーボール決勝戦を中継しながら、中国国旗はそのままにして韓国の太極旗だけにモザイクをかけて放送するなど敏感に反応していた。	2010年12月朝鲜中央TV转播广州的亚洲女子排球比赛画面中留下了中国国旗，对韩国的太极旗进行了马赛克处理。
野球も　暗殺も	不论是棒球 还是暗杀
これで申智愛は、最優秀選手の最終ポイントで今大会直前まで８点リードしていたオチョアに１５９対１６０と逆転を許した。	年度最佳选手最终积分榜方面，赛前还领先奥查娅8分的申智爱，此役过后被奥查娅以159比160分成功反超。
興国生命は、金軟景がＦＡ資格を得るためには、規定上、興国生命で６シーズンをプレーしなければならないのだが、金軟景はその条件を満たしていないと主張している。	兴国生命主张金燕景如果想得到FA资格，就要在兴国生命多活动6个赛季，但是她未能履行。
韓国サッカー代表チームのレッド・デビルズが使っている「ザ・レッズ（Ｔｈｅ　Ｒｅｄｓ）」と同じ意味だ。	这与韩国足球代表队的红魔使用的“The Reds”是相同的话。
ゴルフで２位を誰が認めてくれますか」	谁会在乎高尔夫球场上的第2名。”
私，卓球って中学の授業以来です	我上次打乒乓球还是在初中的体育课上呢
崔京周の言葉を聞いて李スンマンは０４アジアプロゴルフ（ＡＰＧＡ）ツアー・クァーリパインで優勝し、今年からＡＰＧＡに挑んだ。	李承万听了崔京周的话，在2004亚洲职业高尔夫（APGA）巡回赛资格赛上夺冠，并从今年开始参加了APGA比赛。
これは片岡監督の戦い方が	但这难道不正说明
陵南は 得点力のある赤木と流川を警戒するあまり	陵南太过在意赤木跟流川枫的得分能力
金監督は、「昨日、金炳賢と電話で話をした。	金教练表示：“昨天我与金炳贤通过电话。
シュート ボス みんな	修特 老大 大家
もしあなたが最初から仕合を決めにきていたら	或者如果你最初就打算结束比赛
私を見に来てくださるるファンのために、少しでも永くプレーできる道を求めなくては、と思っている。	为了想念我的球迷，似乎要寻找一个能够在球场上多为他们进行比赛的捷径。
宝冠文化勲章は、セアグループの故李運珩（イ・ウンヒョン）元会長、韓国（ハングク）日報の金聖佑（キム・ソンウ）元主筆、済州西帰浦（チェジュ・ソギポ）にあるキダン美術館の邊時志（ビョン・シジ）名誉館長、コリアンシンフォニーオーケストラの林憲政（イム・ホンジョン）芸術監督に授与される。	宝冠文化勋章将授予已故世亚集团会长李运衡、前韩国日报社主编金成宇、济州西归浦寄堂美术馆名誉馆长边时志、林宪政韩国交响乐团艺术总监。
あしたの試合に，障ると，いけないからな	要是影响明天的比赛，那就不好了
さあ再び 甲子園を目指した戦いが始まる	以甲子园为目标的战斗 即将再次拉开序幕
バスケットなんか，大っ嫌いだ	我最讨厌篮球了！
第２戦７局は４月初め。	第2回合7局比赛将在4月初进行。
「スキーでは１秒もしない時間内に全てが終わることもあり得ることを受け入れてからは、時間を無駄遣いしていられなかった。	即便如此，沃恩在回忆那段痛苦且教训深刻的时期时表示：“在滑雪比赛中，必须接受在不到1秒的时间内所有的一切都已经结束的事实，所以绝对不能浪费时间。
１６日に済州道入りしたトーマスは、練習ラウンドとプロアマ大会などを通じて綿密に確かめ、ショット感覚を調整した。	16日抵达济州岛的他通过练习轮和职业业余配对赛等，仔细检查了比赛场地，并整理了击球感觉。
ユ・ヨンは１０日、ソウル木洞（モットン）室内リンクで終わった第７０回全国男女フィギュアスケート総合選手権で合計点１８３．７５点で女子シングル総合優勝を飾った。	10日，柳英在首尔木洞室内滑冰场结束的第70届全国男女花样滑冰综合锦标赛上以总分183.75分获得女子单人滑全能冠军。
オースター２２人は、オールスターゲーム選手選考委員会が今シーズンの活躍を基準に選定した４４人のうちファン投票（７０％）と１２チームの監督と主将の投票（３０％）で選ばれる。	22名全明星球员，由全明星队球员选拔委员会先选出本赛季表现出色的44名球员，再通过球迷投票（70%）和12支球队的主教练和队长投票（30%）选出。
日本サッカー協会は、「交通事故による負傷者はなかったが、監督に注意するよう言った」とコメントした。	日本足球协会表示，“虽然交通事故并没有造成人员受伤，但这对主教练提了个醒。”
当時、ボンフレール監督は李乙容の代わりに李敏成（イ・ミンソン、浦項）と金杜鍱（キム・ドゥヒョン、水原）を投入し、前半３０分、金杜鍱が負傷で運ばれて出ると、金ジョンウ（蔚山）を交替出場させた。	当时，主教练邦佛雷雷替代李乙容派上了李敏成（浦项）和金斗焕（水原），并在上半场第30分钟金斗焕因伤下场后，换上了金正宇（音译、蔚山）。
続いて，5年生の徒競走です	接下来进行的是五年级赛跑比赛
１０年広州アジア競技大会で「ノーゴールド」に止まったことを思い出せばなおさらだ。	尤其回想起2010年广州亚运会时韩国“零金”的记录，更觉如此。
最近、北京五輪で掲げられたいんちきな太旗物によって注目度は高くなったが、実は、いんちき太極旗は今日に始まったことではない。	近期由于在北京奥运会上的升旗仪式中升起了不合格的太极旗，提高了人们的警惕心，而实际上不合格的太极旗并不是一天两天的事情。
一緒に本選 出られるなんて	没想到居然能一起出场总决赛
１０日、大宇証券がトレーニング中の韓国体育大学勝利館２階の卓球場は、ボールを打つ音や気合を入れる声、指導者たちの注文などでにぎやかだった。	本月10日，记者来到大宇证券队正在进行训练的韩国体育大学胜利馆（音译）2楼乒乓球场，现场充斥着打球声和呼喝声、教练们的叮嘱声，热闹非凡。
朴主永は、前の０７アジアカップ予選台湾戦の時もエントリーされなかった。	朴主永在上次2007年亚洲杯预选赛与台湾队的比赛中，也没能进入国家队。
多少違いはあるが、サッカーのグランド１つが概略１０マジギ程。	虽然多少有些差异，但一个足球场大概是10亩地左右。
ゴーグルさえずれてなきゃ，優勝出来たかも	如果不是泳镜移位了，说不定就能赢了呢
ワールドカップ・ベスト４の神話に熱狂した韓国人は、おそらく他国の人よりもランク付けに関心を持っている。	曾热衷于世界杯4强神话的韩国人或许比其他任何国家的人更熟悉排名。
今年プロ野球の韓国シリーズで優勝したサムスンの宣東烈（ソン・ドンニョル、４２）監督と、韓国プロゴルフ（ＫＰＧＡ）の賞金獲得トップの崔グァンス（４５）が、歳末助け合いのチャリティーゴルフ・クリニックに共に参加する。	今年职业棒球韩国系列赛的冠军球队三星的主教练宣铜烈（42岁）和韩国职业高尔夫（KPGA）奖金王崔光洙（45岁，POPOSSI）共同参加了帮助不幸的人的慈善高尔夫课堂。
もしかして　中学には野球部がなかった	不会是初中没有棒球部吧？
同記録は、李ジヒョン（当時ソウル体高）が００年、第７２回大会時に立てた２分１９秒８７の大会記録を０．３１秒早めたもの。	这一成绩比李智贤（音，当时就读于首尔体育高中）在2000年的第72届大赛上创下的2分19秒87快了0.31秒。
純粋収益５３％は大リーグ事務局と選手労働組合がそれぞれ１７．５％、日本野球機構が７％、韓国野球委員会が５％、国際野球連盟が５％を持っていく。	净收益53%由棒球联合会事务局和选手劳动组合分别拿走17.5%，日本棒球机构拿7%，韩国棒球委员会拿5%，国际棒球联盟将拿走5%。
楽しみだな，今夜	就等着看球赛喽
仲介業者の李某氏は、「現在、夫餘は『第１ラウンドの後半期』頃に当たる」と話した。	中介公司业主李某表示：“目前扶余相当于‘第一轮后期’。”
試合お疲れ様	比赛辛苦了
赤司くんのコピーで躱し，間違いなくゴール下まで侵入します	他就会用赤司的技能进行突破，入侵篮下
お願い，この勝負はね，龍山高校の未来がかかってるの	拜托了，这次的比赛关系到龙山高中的未来
レギュラーリーグでオリオンズはガード陣が弱い東部と戦うために、故意に６位になって対戦パートナーを選んだ。	在正规联赛上，Orions队为了与前锋线较弱的东部队相遇而故意成为第6位，选择了对手。
それに，バスケもたぶん，オレの方がうまいっすけど	况且，打篮球估计也是我比较强吧
当時、選手たちは「キム監督の身体年齢は２０代のようだ」と感心していた。	当时，球员们惊讶地说：“主教练的生理年龄好像只有20多岁。”
ほ，本番では負けません	正…正式比赛的时候我是不会输的
メツ監督と力を合わせて韓国サッカーを立ち直らせたい」話した。	希望与梅楚主教练同心协力重创韩国足球辉煌。”
「決勝が行われる１２日まで居残ります」崔泰源（チェ・テウォン）ＳＫグループ会長は五輪に出場したハンドボール国家代表チームを応援するため、５日英ロンドンへ発った。	SK集团会长崔太元5日飞往英国伦敦，为韩国手球国家队加油。
無冠という心のわだかまりを晴らすために祖国に復帰するなら、韓国プロ野球の盛り上がりに起爆剤になり得る。	如果为了弥补无冠的遗憾回归韩国的话，也可以成为韩国职业棒球票房的催化剂。
東部の金鋳城（キム・ジュソン）は、ＴＧ時代一緒にプレーした許監督が引退する際、「許栽さんに優勝をプレゼントできなくて申し訳ない」と涙を流した。	东部金周成在一同参加了TG的许教练退役时曾流泪表示：“很遗憾不能给许才大哥带来冠军。”
欧州サッカー連盟は、「孫興民が帰って来るトッテナムは第２戦勝利のために全ての努力を傾けなければならない」とコメントした。	欧足联表示，“孙兴慜回归的托特纳姆热刺队必须集中一切努力，争取在次回合比赛中取得胜利。”
「球威と体調については確信がある」	“对(棒球，投手的)球威和身体状态很有把握。”
やるべきことは　すべてやる選手権が始まる前に	在锦标赛中开始前 把该做的都做好
今度の大記録も１３シーズン、１５６９試合、５５３６打数目に達成した。	这次的新纪录是在13个赛季出场1569次，有效击球5536次的情况下创造的。
秋の野球場に吹き寄せた「兵役不正免除事件」の風	秋季球场掀起了“兵风”
お前がサバゲーの試合で勝つごとに	你每次在生存游戏比赛中获胜的话
孫興民は「子供の時から朴智星先輩がプレーする、この競技場を見ながら育った。	孙兴慜表示，“小时候看着朴智星前辈效力的该体育场长大。
94.7％という，恐るべき，フリースロー成功率を残した	他罚球的准确率高达94.7％
黄喜燦は２日、オーストリア・ザルツブルクの本拠地レッドブル・アレーナで行われた今季オーストリア・ブンデスリーガ第３１節ＳＫシュトゥルム・グラーツ戦でチームが２－０でリードした後半２３分に途中出場した。	2日，在奥地利萨尔茨堡的红牛竞技场举行的2019~2020赛季奥地利甲级联赛第31轮与格拉茨风暴队的主场比赛上，黄喜灿在球队以2比0领先的下半场第23分钟替补上场。
湘北のバスケ部が調子いいもんで ラーメン屋のおやじ	拉面店的老爹豪情大发
どうも先生が見てないと	没有教练在
お前　中学でどんな野球やってたんだ	你国中都是打的什么棒球啊
メッシがスペインリーグの看板スターなら、アグエロはプレミアリーグの代表的な点取り屋だ。	如果说梅西是西甲的招牌前锋，那么在英超的招牌前锋要数阿奎罗了。
メツ監督もヒディンク元監督のように良い成果を挙げてほしい」とつけ加えた。	希望梅楚教练也能取得像希丁克那样的好成绩。”
長い間ベンチで待機していた李栄杓（イ・ヨンピョ、２９、トテナム・ホットスパー）が４１日ぶりにグラウンドに復帰した。	很长时间坐冷板凳的李荣杓（29岁，托特纳姆热刺队）时隔41天终于重返联赛。
特に あのゴールが 壊れるんじゃないかというほど 激しくたたき込むのを	以几乎把球打破的力量 把篮球用力打进篮框里面
以下はヒディンク監督とのインタビュー。	以下是对希丁克的采访内容：
このような状況を鑑みて、今回のアジア大会で見せた中国の競技力は、アジア最高水準ではあるが、一部は期待に及ばなかったと評されている。	有人平价说，如果按这种标准来看，本次大会中，中国的竞技力虽然是亚洲的最高水平，但在部分比赛中没有达到预期的目标。
じっくりチャンスを作って 簡単なシュートでいいんだ	先稳住脚步 制造机会 然后再稳稳的投篮得分
この中で一番ファイナルに近い男はこの俺，レオ・デ・ラ・イグレシア	这些人中最接近总决赛的人是我，雷奥·德·拉·伊格莱西亚
米国ミシガン州オークランド郡ノバイの同じリンクを使っていた二人は、すぐ意気投合した。	曾共同使用美国密歇根州奥克兰运动家队的滑冰场进行训练的两人，当场就直接展开了合作。
うちでも将来を大きく期待されていたわ	能够引领棒球部走向新的未来
うちの選手に火つけてくれると期待しとるで	希望他们的表现能激起我方队员的斗志
上村先生は，体育館にいた？	上村老师在体育馆么
一方、三星は０−３でリードされた４回、先頭打者コ・ジヘンが１点本塁打を放って、１０安打と２四球を得たが、後続打の不発とＳＫの好守備で得点チャンスを毎度逃した。	三星队在0－3落后的情况下，在第4回合，凭借首发击球手高智邢（音译）的本垒打拿到10安打和2四坏球上垒，但因后续击球手的失误和SK的防守，失去了多次得分机会。
マスターズ優勝者のフィル・ミケルソン（米）も出場が決まり、ウッズのリターンマッチの結果も興味を注ぐ。	由于美国名人赛的冠军得主Philip Mickelson（美国）也参赛，两人的再一次相遇令人拭目以待。
インターハイ出場５９チームが出そろうってこの時期に	全国大赛的59支球队就要出发了
また、アルバカーキではレース運営が優れたケニアの優秀な選手たちと肩を並べて訓練した。	而且在亚柏克尔克进行训练时，他与善于比赛的肯尼亚选手一起进行训练。
しかも３ポイントだ	而且是三分球 好耶
孫興民はＥＰＬでは１日のワトフォード戦以降、先発で出場できていない。	在EPL比赛中，孙兴慜自1日与沃特福德一战后就未能首发出场。
彼は、９年間１位を出さなかったパガニーニ国際ヴァイオリンコンクールで、昨年３月、韓国人として初めて優勝した。	去年3月他作为韩国人首次在9年来没有韩国人成为第一名的弗雷米奥•奥帕格尼尼国际小提琴大赛上获得了冠军。
さっきの音は超体育着のフレームが衝撃を吸収した音だ	刚才那是超级体育服的框架吸收了冲击后发出的声音
昨日の試合 ビデオで見たけど	我在电视上看了他们昨天的比赛
朴智星（パク・チソン＝マンチェスター・ユナイテッド）ら海外組６人は現地で合流する。	朴智星（曼联）等6名海外球员将于当地汇合。
プロ野球も早々に再開しそうやしね	职业棒球也快要恢复了
秋信守は２５日、シンシナティ戦で、４番のライトで先発出場し、５打数２安打を記録した。	在25日与辛辛那提的客场比赛中，秋信守以4号右外野手首发出场，获得5个击球数、2个本垒打的成绩。
２ゴール差あったんだ	海南还领先两分
李天秀はＫリーグ最高水準の１０億ウォン以上の年俸をもらっていると知られている。	据悉，李天秀现在的年薪相当于K联赛最高标准10亿韩元以上。
このほど韓国サッカーで一番目立つ活躍を繰り広げている選手は崔成国（チェ・ソングク、２０、蔚山現代）だ。	在最近的韩国足坛上最活跃的球员是崔成国（20岁•蔚山现代队）。
クアドラプル・ループ（基本点１２点）を男子選手の中では史上初めて成功させた。	他成为首位成功完成后外结环四周跳(基本分12分)动作的男选手。
甲子園どころか	别说甲子园了
チョンさんは、１１月３日に京畿南楊州市（キョンギ・ナムヤンジュシ）文化センターの特設リングで行われる世界ボクシング協会（ＷＢＡ）総会特別試合に、韓国側の出場者として選定されたと、主管社の南楊州プロモーションの金ウンギ代表が７日明らかにした。	此次活动的主管公司南杨州推广公司代表金恩基（音）7日表示，11月3日在京畿南杨州市文化中心特设拳击台上举行的世界拳击协会（WBA）特别比赛中，郑景石被选定为韩方出战选手。
目黒選手，血涙を流しての入場です！	目黑选手流着血泪入场了!
今回の機会を通して選手もたくさんのことを学んだはず」と話した。	通过此次机会，相信队员们学了很多东西。”
Ａ社は、この時から連盟の公式スポンサーとしてオリンピックや世界水泳選手権、アジア大会など主要国際大会で韓国代表チームの用品を支援してきた。	A公司从那时起开始充当联盟的正式赞助商，在奥运会、世界游泳锦标赛、亚运会等主要国际比赛中负责韩国代表队用品的赞助。
奇跡に火をつけたのは、代表のうち最年少の姜七求（カン・チルグ、１９、茂朱雪川高校３年）選手。	在这奇迹的实现中，起关键作用的是国家队的小弟有“可怕的少年”之称的姜七究（19岁，茂朱雪川高中3年级）。
選手の競技力を考慮すれば仁川が最適の場所」と援護した。	如果考虑选手的比赛竞争力，仁川是最佳地点。”
四大陸世界選手権の代表にも選ばれずシーズン終了	也没拿到四大洲锦标赛和世锦赛出线资格 赛季就结束了
２７日午後、釜山（プサン）社稷（サジク）体育館で行われたハンナラ党釜山市長選候補が発表されると、党関係者たちは「現役３期目の議員がこれほどまでにあえなく崩れるとは」と、信じられない様子だった。	27日下午在釜山社稷体育馆举行的大国家党釜山市长候选人竞选结果已经公布，看到选举结果，党内有关人士禁不住说：“先后三次当选的议员怎会以如此悬殊的比分落选。”
彼ならではの華麗な足のテクニックと速いドリブルで、相手の守備ラインを崩すロナウドは、昨季、プレミアリーグで３１ゴールを記録して得点王に輝くなど、計４２ゴールを決めた「得点マシーン」。	利用特有的技术和快速运球突迫敌人阵地的罗讷尔多去年赛季射进31个球，成了得分王。
グループＢに落ちれば、２部リーグ降格を回避するための激しい競争は必至だ。	各支球队为了避免在分集团赛事中遭到降级，必须展开激烈的竞争。
前半早々スペインのファブロー選手に1失点した男子チームは、総力で試合に臨んだにもかかわらず前半28分、ソン・ソンテ選手の1得点に止まり、引き分けで勝負を終えた。	男子队与西班牙队的比赛也以1比1打平.前半场开赛不久，便被西班牙队攻破球门的男子队，虽然全力以赴，但依靠宋成泰的前半场第28分钟的进球，艰难地搬平了比分.
韓国テニスの看板スター、李亨沢（イ・ヒョンテク、三星証券、写真）が男子プロテニス（ＡＴＰ）ツアー・インディアナポリス・チャンピオンシップで２回戦に上がった。	韩国网球招牌明星李亨泽（三星证券，照片）挺进了男子职业网球(ATP)巡回赛印第安纳波利斯冠军杯赛第二轮比赛。
金広鉉が掲げた２００回投球にはレギュラーシーズン１８０回と代表としての２０回が含まれている。	金广铉提出的“200局”目标中包括正规赛季180局和国家队20局。
当初８万人のボランティアが競技会場や選手村などで活動する予定だったが、大量辞退で７万人に減った。	虽然当初计划有8万名志愿者在比赛场地和运动员村等地支援奥运会，但由于集体辞职，志愿者人数减至7万人。
しかし黄金色の燦爛たる優勝旗をはためくまで実に４３年の歳月がかかった。	但直到举起灿烂的金黄色冠军旗为止，已等候了整整43年。
チームは０８年北京五輪までを考えて、若い選手たちで構成するつもりです。	球队的结构是打算长远性地以2008年北京奥运会为目标，选用年轻选手来构成。
ゴールド大会は世界中で毎年開かれる数多くのマラソン大会の中で、０８年に１２大会、今年１１大会のみが開催されたほど、認証を受けるのが難しい。	全世界每年举办的诸多马拉松赛事中，金牌赛事仅在2008年举办12次、今年举办了11次。
監督，今の球は	教练，刚才那球是…
しかし、金ギョンテはシーズン後半期、４大会で体力低下を示し、優勝できず予選で脱落したり、優勝の手前まで行ったものの逆転負けを喫したりもした。	但是，在赛季后半段因为体力下降，在四次大赛中有被小组淘汰过，也有在决赛失败的经历。
三井の3ポイントだ，	三井要投三分球了
このうち、韓国に最もうまく適応したのはヒディング監督。	其中，最能适应韩国的当属希丁克。
今すぐ選手を，全員集めろ	现在立刻集合所有队员
マジ使えるよ　超体育着の暗殺迷彩	超级体育服的暗杀迷彩 真是太好使了
優勝は私で決まりよ	优胜毫无疑问是属于我的
また大学で一緒にバレーしよ	我们在大学里继续一起打排球吧
栄光のために喜んで試練に耐えている冬季五輪出場選手たちの心も、これと変わらないだろう。	（节录自朴一满（音译）的《明太鱼干晾晒场》）为了荣誉而愉快地接受考验的冬奥会出战选手们的心情，应该无异于此吧。
準決勝だし，まあ，こんなもんだろう	毕竟只是半决赛，已经不错了
文化評論家のイ・ムンウォンさんは、「スポーツ選手も、一般人とあまり変わらない。	文化评论家李文元表示：“体育选手们与普通人没什么两样。
一方、前日に比べ心理的なプレッシャーからすっかり立ち直った崔京周は、ガルシアとともに７つのバーディーを記録しながら、自らの３回目の韓国オープン優勝を目指して巡航を続けた。	另外，与前一天不同，已完全消除心理负担的崔京周，与加西亚同击出7个小鸟球，顺利地迈向了自己第三次韩国公开赛冠军之路。
月平均５、６回は野球場を訪れる」と話した。	一个月平均观看5、6场比赛。”
今後も大会を欠かすことがあっても、韓国に来てファンと一緒にボランティアに参加する考えた」と話した。	今后即使不参加在韩国举行的比赛，我也想来韩国与粉丝们一起参与支援服务活动。”
北朝鮮対バーレーンの２００６ドイツワールドカップ（Ｗ杯）アジア地域最終予選、Ｂ組２次戦が開かれた２５日、北朝鮮の住民たちが早目に平壌（ピョンヤン）金日成（キム・イルソン）競技場に出て、キックオフを待っている。	25日，因举行2006德国世界杯亚洲区最终预选赛B组第2轮北韩队对巴林队的比赛，北韩居民一大早就来到了平壤金日成竞技场，等待比赛的开始。
金卿文の「以心伝心野球」、国際舞台でも通じるか	金景文教练“心心相印棒球”是否能在国际舞台立足
韓国プロゴルフ大会では、２００３年のＳＢＳプロ最強戦で予選突破した朴セリ（ＣＪ）に続いて二人目。	在韩国职业高尔夫比赛上，是继在2003年的SBS职业最强赛上成功入围的朴世利（CJ）之后的第二位入围选手。
韓国が０２年にそうであったように、ドイツもＷ杯で世界を驚かせるでしょう。	正如韩国队在2002年震惊世界，德国也会在本届世界杯震惊世界。
アジア最高のシューターとして名を馳せた李忠熙（イ・チュンヒ、４５）氏が、母校の高麗（コリョ）大学の監督に就任する。	当年被认为是亚洲第一投手的“神投”李忠熙（45岁）终于回到母校高丽大学接掌了篮球队教练指挥棒。
チョン・ヒョンは今年６月のウィンブルドン１回戦で敗北した後、２度目の挑戦での快挙だった。	6月在温布尔登网球公开赛第一轮失利之后，郑现第二次挑战终于完成了该壮举。
大韓サッカー協会が１１日、ソウル市西大門区（ソデムング）グランド・ヒルトン・ホテルでおこなったサッカーの２０歳以下および１７歳以下のユース代表チーム激励会に、朴智星（パク・チソン、２６、マンチェスター・ユナイテッド）、李栄杓（イ・ヨンピョ、３０、トッテナム・ホットスパー）、薛鐗鉉（ソル・キヒョン、２８、レディングＦＣ）、李東国（イ・ドングク、２８、ミドルズブラ）が出席した。	大韩足球协会11日在首尔西大门区希尔顿大酒店举办的20岁以下以及17岁以下青少年足球代表队激励活动中，朴智星（26岁，曼联队）、李荣杓（30岁，托特纳姆热刺）、薛琦铉（28岁，雷丁队）、李东国（28岁，米德尔斯堡）等球星前来参加。
大韓陸上連盟が日本の宮川時秋教授を代表２陣の常備軍のコーチにスカウトし、代表１陣の張在根（チャン・ジェグン）コーチとの競争が避けられなくなった。	随着大韩田径联盟聘请日本教练宫川千秋担任第2阵营的教练，与第1阵营的教练张在根展开了竞争。
稲実より先に当たるのは，うちのチームだろ	在对上稻实以前，要先跟我们队比赛的吧
素晴らしい選手たちだな	你带出了一支优秀的队伍
ヤヌザイの代表抜擢に手間をかけていたビルモッツ監督は、今年４月にヤヌザイがベルギー国籍を選択すると、ソーシャルネットワーク（ＳＮＳ）に発信するほど喜びを隠さなかった。	今年4月阿德南•亚努扎伊决定加入比利时国籍时，维尔莫斯主帅曾在社交网络上公布了这一消息，其喜悦之情溢于言表。
アン・ヒョンスも５日、大学先輩のインターネット・ミニホームページに載せた文章で、「同じ時間に練習しながらも、（選手同士）一言の会話もない。	安贤洙也在5日在大学前辈李某的迷你网站上留下的文章中吐露说：“就算是在同一时间进行训练，（选手之间）也是一句话都没有。
リトル時代　世界大会でキャプテンとして日本代表をまとめあげ	在世界青少年棒球赛事上作为队长带领日本队
朴智星は、現在出場している天皇杯が終わったあと、いったん帰国し、来月初めにオランダ入りし、メディカルテストを経て正式に入団する予定だ。	朴智星结束目前进行中的天皇杯足球赛后回国，并计划下月初到荷兰，经过体检，正式加盟该队。
ボールビックは、国内外のプロ大会に、イ・ソヨンを招待選手として呼んで、先輩の女性ゴルファーら競争させ、経験を積める土台を作った。	Vlovik在国内外职业大会期间都会邀请李昭英参加，令其有机会与前辈姐姐们同场竞技，积累宝贵的比赛经验。
野球を終えたあと、後悔しないためにももっと頑張っている。	为了在结束棒球生涯之后不后悔，我更加刻苦努力。
開始早々，陵南に，2点のリードを奪われた湘北だが，	比赛开始没多久，湘北就被陵南领先两分
１１日、インドネシアのジャカルタでパンアジア・ボクシング協会（ＰＡＢＡ）スーパー・ライト級タイトルマッチを行うチョン・ギョンソク選手（４０）。	11日，将在印度尼西亚雅加达举行亚洲拳击协会（PABA）超轻量级冠军赛，对阵双方是韩国的郑景石（音译，40岁）和比郑景石小19岁的印度尼西亚小将巴哈里（21岁）。
誰よりバスケットを好きであることにも	以及你比任何人都热爱篮球这一点
優勝候補が３回戦で消えたんだからよ	夺冠热门可是在第三轮就被踢出去了
急がないと終わっちゃうだろ	再不快点比赛就要结束了
一選手３併殺打は１９８７年の金ソンレ、２００１年金ジョンフン（以上三星）に続く３人目。	一位选手打出三个并杀打继1987年金成来，2001年金钟勋（以上三星）后是第三次。
後で稲実の試合ビデオ見ようって言ってたのに	都跟他说了一会儿要看稻实的比赛录像的
浜田から 体育館も全部鍵掛かってて入れないって	浜田说 体育馆也全上了锁 进不去
プロチームの試合に観客が２０００人余りしか入らない現実を直視し、代表チームを通してサッカーブームを引き起こす方策を工夫すべきだ」と述べた。	我们要承认在职业队之间比赛的观众席上只有2000余名观众的现实，而且要通过国家队营造足球氛围。”
前半を終わって，9点差か	上半场终了，我们只差九分而已
延長戦になると後攻めの青道が有利にも思えますが	加时赛虽然对下半局进攻的青道比较有利
チワス	总教练好
歩いて５〜２０分かかるゴルフ場も３つ	徒步5∼20分钟，会看见3个高尔夫场有
もっと ゴール近くで勝負しないと	我必须要想办法 到靠近篮下的地方决胜负
しかし、このすべての悪条件は他国の選手団もみんな経験する難しさ。	但是这些困难对其他国家队选手而言也是一样的。
８試合で犠牲打がひとつもないという珍記録。	8场比赛1个牺牲打的没有是一个实在的记录。
韓国シリーズ３連覇を果たせなかったのは残念だが、うちの選手らが人間の能力以上を仕事をしてくれたので、誇らしく思う。	未能完成韩国系列赛三连冠，非常遗憾，但队员们的拼搏精神和超常发挥，让我非常欣慰。
早く，部活に行きなさい，	快点去参加球队练习吧
成績にこだわらず、優秀な選手たちと競技をしながら、自分の競争力を判断してみて、経験を積むことが重要だ」（朴智星）。	不要放不下成绩，应在与优秀选手进行比赛的过程中判断自己的竞争力，不断积累经验才是最重要的。”
リー，うずまきボルトは失格だ	小李，取消漩涡博人的比赛资格
