トテナムはポート・ヴェール選手に後半１９分、先制ゴールを許したが、後半３５分、トム・ハドルストーン選手のフリーキック同点ゴールで勝負を延長に持ち込んだ。	下半场第19分钟，维尔港首先攻破了托特纳姆热刺队的大门，但是下半场第35分钟时，汤姆-胡德莱斯通以任意球打进一球，因此将比赛拖到了加时赛。
悔しいが，田島の指示聞いて少しでも得点のチャンス…	虽然不甘心，但是听取一下田岛的指示会多一点得分的机会...
リオ五輪参加後、１０月の全国体育大会や１１月のアジア水泳選手権に立て続けに出場する競行軍の中でも、今大会３冠達成を果たし体力低下への憂慮を払拭した。	在里约奥运会之后，朴泰桓连续参加了10月的韩国全国体育大会和11月的日本亚洲游泳锦标赛，随着他在本次比赛上成为三冠王，也让人们彻底打消了对他体力下降的忧虑。
釜山アジア大会の輝かしい成果の一つとされる男子バスケットボールの中国撃破は、米有力紙ＵＳＡ　ＴＯＤＡＹが「ＮＢＡドリームチームが世界バスケットボール選手権の８強入りに失敗したことよりも、衝撃的なこと」と報じるほどだ。	在釜山亚运会最受目的击败中国男篮之战，冲击程度达到了美国销量第一的报纸《今日美国》报道“这一结果比NBA梦之队在世界篮球锦标赛8强遭淘汰更难以预料。”
選手入場！	选手入场!
ネイマールは１２日に敵地で行われたリーグ戦第３１節のマラガ戦で後半２０分に警告累積で退場処分受け、第４審判に向かって揶揄うように拍手をした。	内马尔在9日举行的与的马拉加的第31轮联赛客场比赛中，在下半场第20分钟累积两张黄牌被罚下场时向着第四官员隔空鼓掌。
まだ二回戦だ，優勝したわけでもないだろう	还只是第二轮比赛，还不是获得优胜
来シーズン休んで進退を考えてるって	说是维克托退出下一赛季的比赛 正在考虑退役
ああ 俺も見てた その試合	那场比赛我也去看了
試合前に決めたプラン，行くわよ	就按我们赛前决定的计划来
常識外れにでけぇやつの存在が勝敗を分けることもある	或是超乎寻常的高个子，往往就能决定比赛的胜负
日本を訪問したチョン・モンジュン（鄭夢準）2002ワールドカップサッカー韓国組織委員会共同委員長兼、大韓サッカー協議会長が23日、那須翔日本組織委員長、岡野俊一郎日本サッカー協会長（左側から）と大会の成功を誓って、握手をしている。	正在访问日本的2002世界杯足球赛韩国组委会共同委员长兼韩国足协主席郑梦准23日与日本组委会委员长和日本足协主席那思校（音译）（左起）握手，双方决心举办一届成功的世界杯赛.
先月３０日、フロリダ・マーリンズとのホーム試合で、６イニングの間６安打５失点で敗戦投手となって、負傷者リストに上がった金炳賢としては２８日ぶりの復帰戦だ。	在上月30日与佛罗里达马林鱼队的比赛中，金炳铉在6局之中以6个安打、5失分战败，并成为伤员。
優勝まで あと２つ	离获胜还剩两场比赛
先週「一番先輩」の金美賢（キム・ミヒョン、３０、ＫＴＦ）の米女子プロゴルフ（ＬＰＧＡ）ツアーのセムグループチャンピオンシップの優勝に続き、韓国選手が２週連続ＬＰＧＡ優勝カップを手にする可能性が高くなった。	继上周“大姐”金美贤（30岁，KTF）夺得美国女子职业高尔夫（LPGA）巡回赛森姆集团锦标赛的冠军之后，韩国选手连续2周夺肔PGA冠军奖杯的可能性进一步上升。
朴氏のこのような動きに対し、大韓体育会のある関係者は、「別の植民地国家との公平性などから見て、容易ではない。	大韩体育会相关人士了解朴前议员的情况后表示：“因为涉及与其他殖民国家的平衡性问题，事件似乎不容易解决。
共同首位だったリゼッ・ダラス（米国）が第４ラウンドの１８番で、２メートルあまりのバーディーパットを逃したのに対し、この日スコアを４つ伸ばして通算２３アンダーとした朴城炫はプレーオフのチャンスをつかんだ。	共同领先者莉泽特•萨拉斯(美国)在第4轮的18洞中，错失了2米远的小鸟球，从而让当天打出低于标准杆4杆，取得总杆低于标准杆23杆成绩的朴城炫抓住了进入延长赛的机会。
シュート能力の優れた孫興民は、韓国の決定力を高めてくれるだろう。	射门能力卓越的孙兴慜可以提高韩国队的进球能力。
趙は３日、昨年本大会チャンピオンのトップシード（世界１６位）、アンナピストレシ（イスラエル）と決勝進出をかけた一戦を戦う。	3日，赵允贞将与这一大赛的冠军——头号种子选手（世界第16位）安娜·皮斯托蕾西（以色列）争夺决赛权。
４大メジャーのディフェンディング・タイトル（連続優勝）がそれだ。	那就是，4大赛卫冕冠军（连续冠军）。
トップクラスの選手たちが出場する大会ではないが、グランプリシリーズを控えてプログラムを全体的にチェックできる機会だ。	这项赛事虽然没有吸引到众多世界顶级选手来参加，但是可以为锦标赛提前做一次检验。
陵南に先取点を許しながらも，桜木花道の並外れたプレーは，	虽然让陵南先得分，不过樱木花道的惊人表现
プロ・デビュー後、２シーズン連続プレーオフに進出できなかった大韓航空は今シーズン初盤、６連勝で突風を起こした。	自职业联赛开始以后，连续两个赛季没能进入延长赛的大韩航空，在本赛季初取得6连胜，掀起了旋风。
あの１番　いい流れをつかんだな	那个一棒 让球队掌握主动权了呢
一方、２０年ぶりに韓国男子テニスをデービス杯ワールドグループ１６強入りさせた李亨沢（イ・ヒョンテク、釜山）選手も、男子一般部団体戦に出る予定だ。	另外20年以来第一次把韩国男子网球带领到戴维斯杯16强的李亨泽（釜山）也将出战男子团体赛。
ってか　自分の投げた試合を振り返るんだ	原来他是来看自己在比赛中的表现啊
唯一のA級選手だ	唯一的A级选手
必ず楽しくない時間は，やってくる	比赛总会遇到艰难的时刻
これと関連して、米国体操協会のコラロシー会長は「大韓体操協会が当時、現場で次の試合に入る前にすぐ誤審訂正を求めなかったことが残念だ」とし、「韓国体操の水準が向上するなか、起きてはならないことが起きた」と話した。	对此，美国体操协会主席科拉罗西表示：“大韩体操协会在进入下一场比赛前，没有提出纠正误判要求，这实在令人遗憾。
ファン投票はＦＩＦＡホームページで先月２９日から今月１６日まで、投票者が今大会で３試合以上に出場した選手のうちポジション別に計１１人を選んでドリームチームを作る方式で行われた。	球迷投票通过国际足联官网，从上月29日到16日这段时间内，按照场上位置的不同，从在本届世界杯上出场3次以上的球员中选出共11人，以组成自己心目中的“梦之队”。
選手には睨まれるし	还被对方队员怒目而视
プレミアリーグデビュー２年目を迎える黄喜燦（ファン・ヒチャン）が所属するウルバーハンプトンも同日、同じ時間に敵地でリーズ・ユナイテッドと開幕戦を行う。	迎来进军英超第二年的黄喜灿所属球队伍尔弗汉普顿队也将在同一天同一时间做与利兹联队进行客场比赛，迎来本赛季首场比赛。
シャーマンファイト，第三回戦，第一試合	通灵者大赛第一组淘汰赛，第三轮比赛
サッカー韓国代表のパウロ・ベント監督（写真）は１０日、ワールドカップ（Ｗ杯）カタール大会アジア２次予選のスリランカ戦を終えて、異例の強気の発言をした。	10日，韩国男子国家足球队主教练保罗•本托(照片)在结束卡塔尔世界杯亚洲区第2轮预选赛小组赛第二场与斯里兰卡队的比赛后，做出了罕见的强硬发言。
せめてファウルで流れを切る	起码要用犯规中断一下比赛
得点圏に，ランナーを置き，代打の切り札，小湊春市	跑者进入得分圈，此时换上代打的王牌，小凑春市
青道に来て野球やろうってヤツだ	是个来青道打球的人
勝負を投げたか，湘北	湘北不想赢这场比赛了吗，
たまには，練習に顔出してくださいよ	不过你偶尔也该到球队来看看嘛
そこから体調を考慮して，当日１２人に絞るの	考虑到身体状况，比赛当天会确定12名选手出赛
金監督は、選手の能力も重要だが、経験を重んじ、可能性のみえる選手は出来るまで支援するという「待ちの美徳」が主な武器だ。	金寅植主教练的主要武器是，虽然选手的能力也很重要，但是对于重视经验的积累，并显示出可能性的选手，是一直支持到他行为止的“等待的美德”。
ミスをした選手をさらに励ませミスは誰でもする。	对于失误选手，更要加倍给予鼓励=谁都会有失误的时候。
決めましょう　天久先輩	天久前辈 拿下比赛吧
大会，よかったな	比赛结果不错
来年　一度も負けない夏にするのはあなたよ	明年夏天 让我们不输一场比赛的人是你 明白吗
さらに同氏は、国家代表チーム同士の試合をする上で十分な支援を受けられなかった点と、選手たちの闘士が消えていたことに憤りを表した。	他对国家队的比赛没能得到充分的支援和选手们的斗志荡然无存感到十分愤怒。
[シドニー2000／野球]今の調子で行こう	[悉尼2000/棒球]就象今天这么打
もうすぐ試合始まっちゃうのに	比赛就要开始了
代表チームのチェ・ドングク監督（４３）は電話インタビューで、「チェ・ヨンジクは最も調子に乗っていた選手なので、戦力の損失が大きい。	代表队主教练崔敦国（43岁）在接受电话采访时表示，“由于崔容直是状态最佳的选手，所以整体实力有所下降。
結果，０点に抑えて試合には勝ったけど	虽然最后确实没有丢分，赢了比赛
イタリアで２０年間学んだスポーツ科学をバレーボールに結びつけて選手らの長所と短所を把握して、晩年２位チームだった現代キャピタルを最強のチームに変貌させた。	金浩哲将在意大利学到的20年体育科学嫁接到排球上，并结合每位选手的长短处后，将“永远第二”的现代capital排球队打造为最强的队伍。
許監督は、「昨日までは喜びを満喫したが、今日からは再び試合に集中しなければならない。	许教练表示：“昨天还沉浸在世界杯出线的兴奋当中，但从今天开始，要重新把注意力集中到比赛上。
ヤンキースのアーロン・ブーン監督は同日、敗戦した後「明日対戦する柳賢振とトロントの試合が心配だ」と語った。	洋基队教练阿伦•芬在当天失利后表示：“明天面对的柳贤振和多伦多队的比赛令人担心。”
さあ，まもなく仕合開始	好了，比赛马上开始
韓国人では初めて欧州サッカー連盟（ＵＥＦＡ）チャンピオンズリーグ準決勝舞台に立った「ミッキーマウス」こと朴智星（パク・チソン、２４）選手と、「チョロンイ」こと李榮杓（イ・ヨンピョ、２８、以上ＰＳＶアイントホーフェン）選手のプレーは、世界トップクラスのチームの対戦でも通用した。	首次站在欧洲冠军杯4强舞台的韩国人“米老鼠”朴智星（24岁）和“草笼”李荣杓（28岁，埃因霍温队）的状态完全能够胜任与世界顶级球队的对决。
インハイ優勝だもんな	毕竟是全国冠军
まだ8分ある	比赛还有八分钟
しかし、昨シーズンの中盤に就任した白仁天（ペク・インチョン）監督により１軍に昇格した李は、７９試合に出場、打率０．２６８、３本塁打、２０打点の成績をあげ、可能性を見せた。	经过东莱高中和东亚大学于97年入队的职龄已达7年的李东旭是此间没有走出第二军团的无名人物，但是去年赛季中期，白仁川新上任主教练后，被提拔到了第一军团，并在79场比赛中以0.268的击球率、3个本垒打、20个得分打展示了发展的可能性。
アメリカンリーグのセーブ数首位（２９セーブ）で姜正浩を初めて相手するパーキンスは、絶対的に有利なカウント１−２の場面で三振を取ろうと１３４キロ（約８４マイル）のスライダーを投げた。	与占据美职棒联盟保局榜首(29次保局成功)位置的姜正浩首次交锋的帕金斯，试图在绝对有利的1好球2坏球的情况下，试图将姜正浩三振出局，便投出了134 km (约84英里)的曲线球。
アスリートは，コーチや，その中のスタッフを慕うことで	运动员因为爱慕教练，或者某个工作人员
しかし、前年のツアー優勝者、３６人だけが出場できたこの大会で、強豪を相次いで勝ち抜いて善戦し、今シーズンの見通しを明るくした。	但是在只有去年巡回赛中的36名冠军得主参加的职业大赛中，击败了各路英雄达到了并列第2位的席位，也算为今年赛季扫清了障碍。
こことは戦ったことあるの	我们和扇西高中打过比赛吗
同大会３連覇に挑戦するアーニー・エルス（南ア共和国）でさえオーバーパースコア（１オーバー７１打）を出した。	挑战该比赛3连冠的埃尔斯（南非）也击出了超过标准杆的成绩（超过标准杆1杆，共71杆）。
桜木君 決勝リーグ 頑張ってね	樱木 这次决赛 你一定要好好加油哦
ファイナルティップオフ	决赛开始
いや　でも今日試合…	但是 今天还有比赛…
開始早々 陵南に 2点のリードを奪われた湘北だが	比赛开始没多久 湘北就被陵南领先两分
孫興民とハリー・ケインが健康な体でシーズンを完走できるなら、トップ４入りも狙える」と予測した。	孙兴慜和哈里•凯恩如果能够健康地完成赛季，球队有望进入积分榜前四名。”
接戦になればなるほど 練習量の少なさに引け目を感じてしまう	比赛越是激烈 就越觉得练习量的不足是一大缺陷
チームの，ラッキーボーイ的な存在になっています	他已经成为球队中的Lucky boy
選手たちは１８番で橋を渡ってグリーンに着いてから優勝を決めるパットをする姿を想像する。	想象着选手们在18号洞过桥抵达果岭后，进行冠军推杆的令人激动的时刻。
昨年９月にシーズン初先発の試合で２点を奪うなど序盤には主力で活躍した孫興民だが、チームのエース、ハリー・ケインが復帰しれからは途中出場のケースが増えた。	孙兴慜在去年9月的本赛季首场首发比赛中打进两球，在赛季初期一度成为球队主力，但在球队的主力前锋哈里•凯恩复归之后，他在大多数时间内得不得作为替补出场比赛。
両選手はすべてミスなしに練習を終え、し烈な競争を予告した。	两名选手都没有失误，这也预示了明天紧张的比赛。
バスケットカウント １スロー	阻挡犯规 罚一球
姜正浩をはじめピッツバーグのスターティングメンバーを見ると、ハードル監督の真骨頂の一端が伺える。	从包括姜正浩在内的匹茨堡队的首发阵容来看，可以了解赫德尔教练的真面目。
湘北は，このまま，ずるずると，敗れ去ってしまうのだろうか	湘北是不是会这样输掉比赛呢
「美しい挑戦」みんながチャンピオン	“美丽的挑战”人人都是冠军
しかしグラウンドの外で見て、選手時代には分からなかった試合の進行等、多くのことを学びました」	但是在场外看比赛后学到了很多以前没有体验过的比赛。”
出場しなければ後悔していたかも知れない」と喜んだ。	如果我当初没有参加比赛就一定会很后悔。”
あと１つ，勝てそうですか	还剩一场比赛，你觉得能赢吗
金賢洙は「左打者は左腕投手に弱い」という俗説を１打点の決勝打で覆した。	金贤洙以1分的决定球推翻了“左撇子打手抵挡不住左撇子投手”的传言。
１５日、蚕室（チャムシル）学生体育館で開かれる「ＫＴ＆Ｇ Ｖツアー２００４バレーボール・オールスター戦」に往年のスタープレーヤーたちが大挙出場し、ファンに異色のサービスをする。	15日，在蚕室学生体育馆举行的KT＆G　V巡回赛2004排球明星赛，将会有很多以往的明星选手参加，从而将为球迷们奉献一场别具一格的比赛。
もう，お前には，絶対パス出さねえからな，	以后的比赛，我永远都不会传球给你了
これが，俺たちの最後の試合なんだよな	这就是我们最后的比赛了吧
今大会の優勝でこれからより多くの選手を掘り出して、さらに実力を上げる」と話した。	以获得本届大赛冠军为契机，我们将挖掘更多的选手，增强实力。”
誠凛のあれは控え選手だろ	诚凛的那个人只是替补选手吧
一方、大韓体育会の関係者は、「選手登録規定が現実的に変わるよう、意見を調律している」と語った。	另外，大韩体育会有关负责人表示：“我们正在调整意见，将选手注册规定变得现实化。”
リオスは、これから３試合に先発する予定なので、１勝以上は十分に可能。	里奥斯有望将在接下来的三场比赛中登场，并至少取得1胜。
スウェーデンとの第１戦を我々のプラン通りに運べれば、決勝トーナメント進出も可能だと考えている」と話した。	我认为，如果在与瑞典的首场比赛上，能按照我们球队制定的计划进行的话，还是非常有希望进军十六强的。”
バスケット自体の経験は，浅そうだ，フリースローは，入らないだろうな，	这家伙的篮球经验还浅，罚球应该不会进才对
おい，もうそろそろ終われ，明日に響くぞ	喂，差不多该结束了，会影响明天比赛的
そうなの，来週，試合があるから，頑張らなくっちゃ	是啊，下星期有比赛，要努力训练呢
今までで　一番楽しかったね	是至今为止最开心的比赛
まあ，１位すごかったよな	没关系，是冠军太强了
金広鉉は、「サンディエゴとの交渉が決裂して残念だったが、すぐ球団から良い待遇を示してもらった。	金光贤表示：“因为与美国职业棒球联赛圣地亚哥队的协商决裂，感到非常遗憾的时候俱乐部提供了好条件。
それに ゴールへの飽くなき執念	加上那个对胜利的执着
９月下旬からは国体もあるからな	而且九月下旬还有国民体育大赛
ユン・ミジンも京畿（キョンギ）体育高校在学中にシドニー五輪２冠王に輝いた選手で、今度のアテネ五輪でも１０代突風の伝統が受け継がれるかどうか期待を集めている。	尹美进也是在上京畿体育高中时期成为了悉尼奥运会双冠王，因此，人们希望此届雅典奥运会上也发扬10多岁选手夺冠传统。
初戦と初ゴールは実に重要だ。	首场比赛和第一个进球真的非常重要。
チェ・ヒョンは、開幕戦から４試合連続でベンチを温めたが１勝３敗と成績が振るわないと、マイク・ソーシア監督が主力捕手ジェフ・メティスの代わりにチェ・ヒョンを先発で出した。	崔炫虽然从开幕战开始连续4场比赛坚守冷板凳，但由于球队成绩落后（1胜3负），Michael Lorri Scioscia教练决定让崔炫替主将Jeffrey Stephen Mathis先发出场。
イ・ミヒャンは今季最多となる６打差の劣勢を巻き返した。	李美香逆转了本赛季最多的6杆之差的劣势反败为胜。
カンカンカン，試合終了	当当当，比赛结束
しかし、キム・グィヒョンは「故郷の人々の前で楽しくプレーした。	不过金贵贤说道：“在家乡人面前我很开心地参加了比赛。
目の前にいる選手が１９９６年アトランタ五輪の銀メダリストであり、韓国ではエチオピアの英雄ハイレ・ゲブレセラシエ（３６、マラソン世界記録保有者）のような存在だという言葉に丸い目はさらに大きくなった。	一听到前面的选手就是1996年亚特兰大奥运会银牌得主，并且名声与埃塞俄比亚“长跑巨人”海尔•格布雷塞拉西耶（36岁•马拉松世界纪录保持者）不分上下时，他们都露出了惊讶的表情。
試合はまだ続いている，行け	比赛还没结束，给我上
Mlb.comは、「ボストンはＰＳで左腕投手を相手に好成績を挙げたが、レギュラーシーズンだけで言うと、右腕投手を相手にした時と左腕投手を相手したときとは成績にブレがあった」とし、「ドジャースの左腕投手たちがボストン打線に優位に立てるかが今回のＷＳのカギとなるだろう」と報じた。	mlb.com表示：“虽然红袜队在季后赛中面对左手投手取得了良好的结果，但从常规赛来看，球队的击球阵容在面对右手投手和左手投手时，成绩偏差很大。
姚明は試合の前、「ジョーダンをどう思うか？	赛前，姚明被问及“对乔丹有何看法”时称：“希望乔丹早日隐退，因为只有他退出，我们才能比较安心地比赛。”
巧みな駆け引きのある試合が期待できると思っています	我们却可以看到那些充满技巧与战略的精彩比赛
１１位で上位１６チームに与えられる１５日のフリースケート進出権を確保した二人は、北朝鮮のフィギュアスケート史上初のトップ１０入りも狙える。	排名前16名的组合可以进入到15日举行的自由滑比赛，排名11位的廉-金组合顺利拿到了一张入场券，因此，他们可以去挑战北韩花样滑冰首次进入前10名的历史新纪录。
ハイライトのホームラン・ダービーはバリー・ボンズ（サンフランシスコ・ジャイアンツ）とサミー・ソーサ（シカゴ・カブス）の不参加で、やや興ざめしたものの、どの年より火花の散らす接戦が行われ、意外な選手が優勝した。	经典本垒打比赛因本兹（旧金山巨人队）和索萨（芝加哥小熊队）的缺阵有些令观众们失望，但是当天进行了比往年更激烈的对决，而且跑出了一匹黑马。
これが青道の野球だ	这就是青道的棒球
孫興民は昨年１２月のレスター・シティ戦で圧巻の左足ミドルシュート（約２２メートル）でゴールを奪った。	去年12月，孙兴慜在与莱斯特城队的比赛中，凭借梦幻般的左脚远射(约22米)尝到了进球的滋味。
申智愛は、優勝直後のインタビューで、「世界舞台で『ナンバーワン』になって、他の選手から尊敬されるのが夢だ」と躊躇なく話した。	申智爱在接受采访时毫不掩饰地说：“梦想成为世界舞台的第一名，受到其它选手们的尊敬。”
リオ２冠のチャン・ヘジンも、男子世界ランキング１位のキム・ウジンも油断は禁物だ。	里约奥运会双冠王得主张惠珍、男子世界排名第1位的金佑镇也绝对不能掉以轻心。
ミライ 弟君 ガンプラの選手権で優勝したんだって？	未来 听说你弟弟在钢普拉锦标赛上夺得优胜了
米プロ野球テキサス・レンジャーズの朴賛浩（パク・チャンホ、２９）が先発登板した２日、ボストン・レッドソックス戦でチームは１９点も得点した。	2日，美国职业棒球德克萨斯骑警队的朴赞浩（29岁）在首发出场的与波士顿红袜队的比赛中，本队给造就的分数是足足有19分。
あの２人がいいライバル関係を築いてくれたら 片岡君も…	如果能让那两人建立良好的竞争关系 片冈教练也…
おかげで　僕のラストシーズン全力で挑めた	托你的福 我在最后一个赛季中发挥了全力
バスケットには そういう格言があるんだ	在篮球里面 有着这么一句格言
昨年の黄金獅子旗と大統領杯を制覇した奨忠高は、時速１４８ｋｍの直球と鋭い変化球を駆使するチェ・ウォンジェと朴ミンソクがマウンドを守っており、２塁手金ギョンモと捕手ペク・ヨンファンの長距離砲の威力を武器に、１８日、無等（ムドュン）旗大会で優勝を果たした。	去年赢得黄金狮子旗和总统杯冠军奖忠高中凭借具有时速148公里的直球和犀利的变化球实力的崔元济和朴敏锡守护投手踏板，2垒手金敬模和接球手白容焕的“远距离大炮”威力，在18日的无等旗大赛上夺得冠军。
孫興民は、「苦しい時間を送っている黄義助と黄喜燦が代表チームでペースを上げて所属クラブに戻れるように助けるのも僕の役割だ」と話した。	孙兴慜说：“帮助正在度过艰难时期的黄义助和黄喜灿在国家队提高竞技水平，回到所属球队也是我的职责。”
とくに韓国は、歴代青少年代表チーム間の対決でブラジルに一度も勝ったことがないため、親善試合とは言え今大会の勝利に闘志を燃やしている。	尤其是韩国队，在历届青年队之间的较量中还从未赢过对手，所以立志要在此次热身赛中取得胜利。
仕合が始まっちまうよ	比赛都要开始了
出…出たいなあ	好…好想出场比赛
２５日、江原道束草市駙草湖（カンウォンド・ソクチョシ・チョンチョホ）「２００２アイアンマンコリアトライアスロン（鉄人レース３種目）大会の決勝点。	25日，江原束草市青草湖“2002韩国铁人3项大赛”终点。
もっとも御社が優勝した暁には	当然，在贵社夺冠的时候
一方、大会最優秀選手（ゴールデン・ボール）には主催国の攻撃手イスマイル・マタルが選ばれ、得点王（ゴールデン・シュート）は４ゴール１アシスタントを記録した米国の黒人フォワードのエド・ジョンソンに渡された。	另外，本届世青赛最佳选手殊荣被主办国阿联酋队的前锋玛塔尔夺得，美国的黑人选手约翰逊以4个进球、1次助攻成为了最佳射手。
女子シングルスでは、第２７シードのアレッグサンドラ・スティーブンソン（米）と第２９シードのエレナ・リホフセバ（ロ）が一回戦でそろって、下位シード選手に足を引っ張られた。	在女子单打比赛中，27号种子选手斯蒂文森（美国）和29号种子选手利霍夫采娃（俄罗斯）在首轮分别被排名低于自己的种子选手淘汰出局。
体育じゃないバレー，こんな近くで見るの初めてでして	我第一次这么近距离地观看排球比赛
しかし、世界陸上選手権大会やオリンピックでは、１時間１９分台で優勝者が決まるので、朴チルソンと金ヒョンソプがもう少し頑張れば、０８北京オリンピックと１１年大邱（テグ）世界陸上選手権大会でベスト３入りできるというのが専門家たちの展望だ。	专家们预测说，由于在世界田径锦标赛获奥运会中，保持 1小时19分左右成绩的选手争夺冠军，因此朴七星和金贤燮只要稍微提高成绩，那么有可能在2008年北京奥运会和2011年大邱世界田径锦标赛中闯进前三位。
なんでそんな呼び込める	为什么他能够抓住比赛走向
この他にも速い足、正確な打撃と強力な肩で、シアトルマリナーズのマイナーリーグ・シングルＡウィスコンシンで、打率０．３０２と３４盗塁を記録し、「第２のイチロー」と呼ばれるチュ・シンスとシカゴ・カブスの投手ユ・ジェグクも「大リーガーの卵」。	此外，以速度快和准确无误的击球以及强健的体格，在西雅图水手队威斯康星单打比赛中创下0.302安打率和34上垒成绩被称为“第二个一郎”的秋信洙和芝加哥小牛队的投手柳济国也是非常有潜力的选手。
これですね 監督 「執着心」て	就是这个吧 教练 所谓的坚持到底
今年、ソウル国際マラソンで失敗した後、５ヵ月以上この大会を準備してきたため、勝利の女神は私に笑みを送るはず。	在今年首尔国际马拉松败北后，为了此次比赛准备了5个多月，所以胜利女人一定会向我招收。
両チームの対戦は釜山（プサン）アジア大会が終わったあと、光州（クァンジュ）で２試合、大邱（テグ）で３試合など計５試合が予定されており、最後の王者を分けるヤマ場になりそうだ。	双方的交锋是在亚运会结束后，在光州有2场，在大邱有3场共有5场比赛，所以双方谁能笑到最后，将在此5场比赛后见分晓。
やるからには 目標持ってやってみろ	既然要打棒球 最好是有个目标
これまでチームの看板スターだったライアン・ギグスとクリスチャーノ・ロナウドが負傷しているため、朴智星が彼らに代わって先発で出場したという観測があった。	有人观测说，此前是由于球队的招牌明星的吉格斯、小小罗纳尔多全部被伤病所困扰，所以朴智星才得以代替他们被派上场。
だけど，今夜，お前と走って	但是，今晚和你比赛之后
いずれ，陸連から，バレちまうよ。	早晚会从田径协会那儿知道的
フリースローを得たプレーヤーが，交代するときは，	因为对手的犯规，而获得罚球机会的球员
ヒディンク監督は地元マスコミとのインタビューで、「可能性が残っている限り、結果は分からないもの」とし、首位征服への夢を捨てずにいる。	希丁克教练在当地接受采访时，还说：“只有一线希望，结果就难以预料”，并表明至今没有放弃“冠军争夺”。
第１、２戦では、左腕投手の井川と江草を、第４戦では右腕投手の杉山を相手にホームランを打ち、打撃は好調。	第1、2场比赛面对左手投手井川和江草，第4场比赛面对右手投手杉山（以上球员名音译）都击出了本垒打，击球感觉非常好。
シーズン前半「３０勝が目標だ」と話していた李監督は、「プレーオフ進出で今年の目標はすでに果たした」とし、比較的楽に試合に臨むとの立場。	本赛季初，把目标定为“胜30场”的李相润教练称，“进军总决赛等于完成了今年赛季的任务。”
ただ、北朝鮮側は「（北朝鮮）選手団を激励しなければならず、閉幕式の出席もあって時間がない。	但是朝鲜的态度非常郑重，说：“因为要激励（朝鲜）选手团，还要参加闭幕式，因此实在没有空。
ＰＧＡツアーのプロ出身で米国のゴルフチャンネルで解説者として活動しているブランデル・シャンブリー氏は同日、キム・シウ（２２＝ＣＪ大韓通運）の優勝について、こうコメントした。	PGA巡回赛职业出身、目前以美国高尔夫频道解说员身份进行活动的布兰德•查姆布利当天如此评价金时沅(22岁•CJ大韩通运)的冠军。
同じ瞬間、３試合で４ゴール目を入れてチリとの１６強戦に備えていた開催国ブラジルのネイマール（２２＝バルセロナ）は、何を考えているだろうか。	在3个比赛踢进4个球，正在准备与智利进行16强比赛的主办国球队队员内马尔（22岁，巴塞罗那）会有什么样的想法？
自分自身も，そして，チームも，もはや，後がない	无论是球队或者是自已，都已经没有退路
競泳の朴泰桓（パク・テファン＝檀国大）からマラソンのチ・ヨンジュン（コロン）まで…。	从游泳新星朴泰桓（檀国大学）至马拉松金牌得主池永骏（克隆集团）。
三星のエース、ペ・ヨンスは、前日の開幕戦で９回を投げ、７奪三振をマークし、４安打完封勝ちを遂げた。	三星最佳投手裴永洙在前一天的揭幕战中，9局内投出7个脱三振，并实现了4个安打完全比赛。
準決勝に勝てば…	如果拿下了半决赛…
準々決勝では韓国卓球の看板チャン・ウジン（１０位＝未来アセット大宇）まで４－３で破った。	在8强赛上，他以4比3击败了韩国乒乓球的招牌选手张禹珍(第10位，大宇未来资产)。
もちろん，行われる試合の全ては	当然，在这里进行的全部比赛
体育は外でやれ	上体育课到外面去上吧
審判でもない監督がカードを抜く理由がここにある。	非裁判的主教练挥动卡片的理由就在于此。
ＷＢＣ期間中振るわなかった崔熙燮は１４日、米国戦で代打３点本塁打を放ち、一挙に立ち直った。	世界棒球精英赛过程中，崔熙燮状态一直不佳，但是14日他在韩国队与美国队的比赛中，打出3分本垒打，立即恢复了状态。
大学強化チームとの試合で勝てば	要是能赢过大学强化队
インターハイ出場を懸けて戦うところを，毎晩思い描いていた	在选拔决赛中战斗的情形
犯則でも構わない　退場するまでのゲームだぜ	就算是犯规也无所谓 比赛就是要进行到被罚下场的那一刻
ツーラン　ホームラン	两跑者得分 全垒打
韓国はＷ杯でセットプレーから多くのゴールを奪ってきた。	韩国在之前的世界杯中曾通过定位球抓住了很多进球。
ドジャース専従放送ＫＬＡＣのキャスター、リック・マンデー氏は「姜正浩は今年のナ・リーグ新人の中で、シカゴカブスのクリス・ブライアントに次いで速いボールが上手く打てる打者だ。	洛杉矶道奇队的专属广播KLAC的评员里克•蒙德，高度评价了姜正浩适应152公里(95英里)以上的快速球的能力，他说，“姜正浩在今年国家联盟新人中，仅次于芝加哥小熊队的克里斯•布莱恩特，是很擅长击打快速球的选手。
ＬＧ火災は、李京洙（１７点）と金成采（キム・ソンチェ、１４点）がブロークと強スパイクで得点を挙げた上、ソン・ソクボム（４点）がさらに得点し、２２−２２で起死回生するかに見えた。	LG火灾队凭借李京洙（17分）和金成采（14分）的出色拦网和扣球得分以及孙锡范（4分）的发挥，将比分打到22比22，似乎有种起死回生的感觉。
インターネットのポータルサイト「ヤフーコリア（www.yahoo.co.kr）」が２３日に発表した「今年１年間ネットユーザーらが最も多く検索したスポーツスター」の第１位は朴知晟。	门户网站“雅虎韩国(www.yahoo.co.kr)”在23日发表的“今年网民搜索次数最多的体育明星”中，朴智星位居榜首。
だがセミファイナルを見て考えが変わった	但是看过准决赛  我改主意了
